Unnamed: 0,1_국립과학수사연구소.고강동종점,2_신안파크아파트후문,3_중부운수앞,4_신월동우성상가,5_신월문화체육센터,6_한빛종합사회복지관,7_강서초등학교,8_신월2동주민센터입구,9_양강중학교,10_신정네거리역,11_경서농협,12_우리은행신정동지점,13_신정1동우체국,14_서울남부지방법원.서울남부지방검찰청,15_서울남부지방법원.서울남부지방검찰청,16_양천구청.양천보건소,17_양천문화회관.양천일자리센터,18_목동10단지상가,19_목동12단지,20_목동12.13단지사잇길,21_양천구청역,22_목동14단지상가,23_목동아파트1434동앞,24_신목초등학교입구,25_신정2동주민센터,26_새마을금고,27_목동대학학원,28_목운초등학교.목운중학교,29_목동운동장남문.아이스링크,30_목동5단지C상가.목동운동장북문,31_파리공원,32_목동5단지B상가.목5동주민센터,33_목동이대병원.목동6단지앞,34_월촌중학교.목동1단지,35_목동1.2단지사잇길,36_용왕산,37_신목중학교,38_목동스카이아파트.목동3단지,39_목동3.4단지사잇길,40_목동4단지상가.목동종합운동장,41_CBS방송국,42_목운초등학교.목운중학교,43_오목교역.청학스포츠타운,44_현대아이파크아파트,45_목동중학교.서울출입국.외국인청,46_신목초등학교입구,47_목동14단지관리사무소앞,48_목동13단지,49_양천구청역,50_목동12.13단지사잇길,51_양천구민체육센터.양천일자리센터,52_양천구청,53_양천공원,54_목동중학교,55_목동8단지.한전,56_목동8단지지하도,57_서울남부지방법원.서울남부지방검찰청,58_신정1동우체국,59_우리은행신정동지점,60_신정4동경서농협,61_신정네거리역,62_양강중학교,63_신월2동주민센터입구.경창전통시장,64_강서초등학교,65_한빛종합사회복지관,66_신월문화체육센터,67_신월동우성상가,68_중부운수앞,69_신안파크아파트후문,70_국립과학수사연구소.고강동종점
2022-03-18 22:00:00,4,2,0,4,5,4,2,3,2,3,4,0,2,1,1,0,4,1,6,1,7,8,7,8,9,6,6,8,8,8,6,9,17,15,7,16,12,9,0,20,16,23,23,21,19,12,5,3,3,2,3,4,3,6,4,0,5,4,8,6,12,14,13,12,10,13,16,14,11,0
2022-03-18 23:00:00,2,0,0,2,0,1,1,1,0,2,0,1,0,1,0,2,0,1,2,0,6,5,3,2,3,3,4,5,4,4,3,4,7,8,2,0,7,5,0,6,2,8,19,13,12,11,7,4,2,1,0,0,2,3,4,1,5,4,2,3,11,12,7,10,9,5,9,8,6,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 05:00:00,5,12,4,12,13,13,11,8,4,8,0,3,5,0,3,2,2,1,2,2,4,5,4,5,0,1,3,4,3,0,2,0,0,3,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 06:00:00,5,7,4,5,4,4,4,5,5,3,4,0,0,3,2,2,0,1,0,0,2,0,2,0,3,1,2,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,2,0,0,0,3,3,1,0,0,0,0,4,0,1,0,4,5,0,0,3,4,5,4,3,0
2022-03-19 07:00:00,12,10,11,10,10,6,8,11,10,8,4,7,5,4,3,4,5,6,7,5,5,5,7,5,10,11,7,3,5,3,1,0,2,3,1,2,3,5,7,8,7,3,3,2,1,1,2,1,1,1,0,0,1,0,0,0,2,1,0,0,4,4,5,5,4,1,6,0,5,0
2022-03-19 08:00:00,14,15,12,12,12,11,11,16,15,10,11,10,4,11,11,4,4,5,4,6,7,6,8,8,7,8,6,5,5,5,4,3,2,3,2,2,2,6,9,10,8,4,5,4,2,1,0,0,3,1,3,2,0,2,3,4,2,2,5,3,5,8,7,9,9,7,7,6,5,0
2022-03-19 09:00:00,14,13,13,10,11,11,12,16,14,10,6,10,8,7,4,5,3,4,8,12,13,15,17,13,16,13,9,12,10,4,6,5,2,3,2,1,4,11,7,7,6,4,12,9,2,1,3,0,3,1,5,3,2,4,4,0,2,0,2,3,6,5,3,5,4,6,9,8,7,6
2022-03-19 10:00:00,12,14,11,14,15,15,13,15,15,6,8,8,7,5,5,2,5,5,7,7,9,7,10,11,11,14,16,16,11,10,8,4,4,5,5,5,5,7,8,13,9,9,8,7,5,4,4,2,3,2,2,2,3,1,3,0,1,1,3,0,6,12,9,13,10,11,10,9,7,0
2022-03-19 11:00:00,11,11,9,8,11,12,18,20,15,12,8,7,6,4,4,4,4,6,8,12,9,10,11,12,11,12,13,12,11,10,6,3,4,5,5,6,10,13,15,14,12,9,8,8,6,4,5,4,3,7,9,11,12,13,2,0,9,8,5,5,11,11,10,10,7,6,8,6,4,1
2022-03-19 12:00:00,11,10,4,7,7,8,10,13,11,11,10,9,9,4,5,4,6,7,12,15,12,15,18,15,18,19,11,18,14,12,9,7,5,3,3,4,12,21,21,22,23,15,14,12,10,5,5,3,6,5,4,1,1,3,0,0,2,0,4,5,7,10,8,8,9,8,14,10,6,0
2022-03-19 13:00:00,11,12,13,13,13,11,12,20,18,6,6,3,4,0,7,8,6,6,10,12,14,16,17,13,16,16,12,11,11,10,8,7,6,7,5,8,9,19,16,23,20,13,12,10,8,5,5,4,3,3,3,4,4,5,3,0,6,5,2,7,12,11,10,12,9,9,11,10,10,0
2022-03-19 14:00:00,11,10,10,11,12,13,14,15,6,8,7,6,5,4,7,6,3,8,10,10,9,11,14,17,17,17,14,13,10,6,9,8,9,7,4,6,5,6,8,8,10,11,11,12,14,6,5,4,4,2,3,0,1,7,10,0,0,4,4,2,11,6,10,10,0,5,12,4,11,0
2022-03-19 15:00:00,10,7,6,7,8,10,9,12,8,6,5,4,1,4,4,4,6,5,8,9,10,12,9,18,12,16,12,11,12,12,12,7,5,8,11,9,8,15,16,16,15,17,13,15,5,11,7,6,3,4,3,5,2,5,9,6,9,8,10,12,21,20,21,21,19,20,17,15,14,0
2022-03-19 16:00:00,7,0,4,8,4,9,8,10,7,4,4,3,4,0,3,2,4,6,6,6,8,8,11,18,19,21,13,14,14,13,12,6,6,7,10,9,10,10,5,11,12,12,10,10,7,6,5,5,4,3,8,3,9,4,2,10,11,10,9,8,17,16,17,12,14,10,15,13,11,0
2022-03-19 17:00:00,12,6,10,12,12,11,14,16,15,5,3,2,0,2,4,3,0,5,5,9,14,13,11,13,17,18,18,18,12,9,9,8,10,15,10,9,8,7,9,10,12,16,15,14,13,11,10,6,4,3,4,4,3,4,5,4,5,7,6,9,18,18,17,15,5,13,21,20,14,0
2022-03-19 18:00:00,10,6,11,10,12,10,11,10,6,6,3,5,1,0,1,3,2,1,3,6,8,8,11,11,14,14,6,8,11,10,8,6,7,8,7,4,6,6,5,8,10,11,15,16,15,7,6,1,9,4,2,3,0,5,5,5,6,5,8,9,13,17,8,11,8,11,17,14,13,0
2022-03-19 19:00:00,6,2,5,7,7,4,7,7,6,3,3,2,0,2,3,2,0,0,3,1,4,5,8,9,7,8,6,4,6,5,3,8,8,8,3,1,6,5,2,8,7,12,14,13,16,9,6,3,2,2,2,2,3,2,4,0,3,4,2,4,16,14,14,14,15,15,16,14,12,0
2022-03-19 20:00:00,2,2,0,3,2,1,0,2,0,3,2,0,3,0,2,1,3,2,10,3,10,9,10,8,9,8,6,7,4,3,2,1,4,4,3,2,3,3,4,5,6,6,12,13,4,10,8,3,3,1,1,0,2,3,3,0,4,3,4,3,11,14,14,13,7,9,12,9,9,0
2022-03-19 21:00:00,2,1,2,3,4,3,5,6,5,4,0,3,1,1,0,0,4,5,6,5,4,0,1,3,5,6,3,2,3,2,0,3,4,5,0,4,4,4,0,4,2,6,9,10,0,5,5,2,1,0,1,0,2,2,3,1,3,2,4,5,10,12,11,8,12,13,17,13,11,0
2022-03-19 22:00:00,4,3,0,4,3,4,1,1,2,2,1,0,1,0,1,0,0,0,3,0,4,3,2,1,2,2,4,6,2,5,5,5,8,6,5,5,6,4,3,8,10,12,13,10,9,11,7,5,3,1,5,6,0,8,3,4,10,1,10,8,10,11,12,12,10,8,12,8,10,0
2022-03-19 23:00:00,1,2,0,3,1,2,2,1,0,2,1,1,1,2,0,0,1,1,0,0,2,1,0,1,2,5,6,3,5,2,0,0,3,3,4,2,2,1,0,1,4,2,12,13,0,7,3,4,2,3,2,3,4,6,0,0,1,0,6,6,11,11,10,6,5,5,7,6,1,0
2022-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 04:00:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 05:00:00,4,9,0,7,4,6,6,4,5,3,2,0,0,2,1,3,1,0,2,3,4,0,4,0,0,1,3,0,0,2,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 06:00:00,6,7,6,7,1,5,7,4,5,2,1,1,0,0,0,0,0,0,0,0,1,0,2,3,0,3,3,3,2,0,1,1,1,0,2,0,0,3,5,4,0,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0
2022-03-20 07:00:00,5,4,4,7,4,8,4,7,4,1,0,0,0,0,0,0,0,2,1,3,2,4,2,3,6,3,1,3,2,1,0,1,1,2,0,1,4,2,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,2,1,3,4,0,5,4,3,1,0,0,0
2022-03-20 08:00:00,24,24,23,23,22,21,10,20,17,8,5,4,7,2,10,5,2,4,5,5,5,3,8,8,11,5,7,6,4,3,2,1,0,0,2,1,2,4,6,8,6,3,3,0,2,2,1,0,1,2,0,0,0,1,0,0,0,2,1,5,7,9,3,3,7,3,2,0,1,0
2022-03-20 09:00:00,16,12,13,14,18,19,18,16,19,7,4,2,0,1,1,1,0,3,5,4,5,6,11,8,12,17,15,15,13,10,6,5,0,2,3,2,2,5,6,7,4,3,1,0,0,0,2,1,0,1,4,1,1,2,1,1,3,0,4,0,8,4,8,6,5,5,7,0,5,0
2022-03-20 10:00:00,13,14,12,13,14,13,12,15,14,7,7,6,5,4,4,4,5,5,6,9,12,14,14,9,6,15,5,3,2,4,2,1,1,3,0,0,4,7,7,8,7,4,5,0,3,1,1,0,0,0,2,1,2,2,4,3,4,0,0,4,8,4,3,2,7,5,8,7,1,0
2022-03-20 11:00:00,12,13,13,16,17,17,16,16,13,6,6,3,5,3,4,3,3,8,12,14,12,6,15,14,13,11,8,7,8,7,5,4,1,5,6,5,4,5,9,10,11,7,7,5,4,3,3,2,1,1,0,1,0,2,3,4,2,1,5,1,10,11,5,10,4,8,5,7,1,0
2022-03-20 12:00:00,13,10,9,10,12,13,14,15,15,7,5,4,0,3,5,3,5,8,13,14,12,15,15,15,15,17,8,10,8,5,3,2,2,6,2,7,4,13,11,13,14,14,11,8,4,7,5,4,6,4,2,0,0,2,3,2,0,5,6,7,7,9,6,8,3,8,7,0,6,0
2022-03-20 13:00:00,12,9,12,15,16,16,18,19,18,10,8,6,7,6,3,5,4,6,11,18,17,18,19,9,10,21,11,10,7,5,5,4,3,4,5,0,4,7,16,17,16,13,17,10,8,9,7,4,4,3,4,0,3,1,0,1,4,3,5,6,12,10,13,10,9,9,12,11,9,0
2022-03-20 14:00:00,7,7,6,7,7,9,10,10,7,2,3,1,3,0,4,4,5,7,10,12,11,15,23,27,27,29,11,14,10,7,5,4,4,4,3,0,3,6,7,11,11,7,12,11,9,8,4,2,4,4,3,2,4,2,3,4,3,3,6,5,11,14,9,7,8,9,12,9,8,0
2022-03-20 15:00:00,9,8,6,8,7,6,9,9,8,6,2,6,5,2,1,2,4,5,7,6,10,10,13,17,20,21,8,11,12,11,8,6,7,8,5,7,7,9,10,12,16,16,20,18,19,13,8,6,4,4,3,6,5,3,4,0,5,3,6,7,13,18,17,15,16,16,15,14,10,0
2022-03-20 16:00:00,8,0,5,10,0,10,11,7,9,6,1,0,2,0,4,4,6,0,6,8,8,11,14,15,15,22,13,20,17,16,13,12,4,4,4,5,7,13,7,9,12,10,15,12,11,7,6,5,7,4,3,2,0,2,3,0,4,4,5,7,12,13,12,9,9,9,9,12,4,0
2022-03-20 17:00:00,8,5,8,10,11,13,12,11,10,5,0,7,8,0,6,5,7,8,10,10,10,12,13,16,17,21,16,21,16,15,7,4,7,10,4,9,9,12,0,15,20,20,17,16,16,13,11,9,2,2,2,4,5,5,4,5,5,6,2,1,6,6,6,6,7,8,13,12,0,0
2022-03-20 18:00:00,4,5,3,7,8,6,10,9,9,8,7,2,6,3,2,5,3,6,7,6,11,10,16,17,15,16,10,12,12,8,8,7,10,12,11,5,6,12,11,13,19,16,26,26,24,18,12,11,6,8,9,6,5,7,8,9,10,4,12,13,21,22,25,23,21,18,28,27,24,1
2022-03-20 19:00:00,5,0,4,5,0,4,3,4,1,3,1,3,0,2,2,0,6,3,4,5,5,2,5,4,6,5,3,6,6,5,5,6,4,6,4,10,4,5,6,6,9,10,18,17,8,9,7,4,3,4,5,4,3,3,4,0,2,4,3,5,13,16,14,8,13,13,17,16,7,0
2022-03-20 20:00:00,2,0,3,2,2,1,3,5,3,2,1,3,1,0,0,0,0,1,3,1,3,2,0,2,4,2,2,3,5,5,4,5,6,7,0,4,5,4,5,6,11,10,11,12,6,6,3,1,2,1,2,0,0,0,0,0,3,2,3,4,12,12,5,4,11,9,16,15,13,0
2022-03-20 21:00:00,3,0,2,3,0,2,4,3,0,3,1,2,0,0,1,2,1,3,2,2,1,0,3,4,1,4,3,4,6,4,1,4,5,4,3,5,5,4,1,5,9,5,13,6,12,11,7,2,6,3,4,0,4,2,3,3,6,0,7,0,13,13,12,11,13,14,19,16,13,0
2022-03-20 22:00:00,2,2,0,3,1,3,4,4,3,4,0,0,1,0,0,2,4,0,1,3,5,2,0,0,0,1,3,4,3,4,5,4,6,5,6,0,4,2,2,9,7,10,11,10,0,9,8,6,5,2,2,1,3,5,6,0,5,0,4,6,13,13,12,13,13,5,13,10,7,0
2022-03-20 23:00:00,0,0,0,1,0,1,0,1,0,2,1,2,0,1,0,0,1,2,1,0,2,0,0,1,0,0,3,7,3,0,0,4,6,4,3,1,5,4,0,6,0,5,10,9,8,7,2,1,2,0,1,0,0,0,0,0,2,0,2,0,6,2,5,8,9,7,5,4,3,0
2022-03-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 04:00:00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 05:00:00,9,10,7,12,14,8,7,14,12,9,8,0,8,6,6,3,4,3,3,4,6,7,7,5,4,6,3,4,1,2,0,0,0,2,0,0,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 06:00:00,12,15,13,13,5,12,14,15,11,5,2,4,4,2,3,2,3,4,5,3,7,7,11,14,13,12,6,5,5,5,1,1,2,0,3,1,4,7,5,6,3,2,2,0,1,2,0,0,0,0,3,1,0,0,0,0,2,0,2,2,4,3,4,3,2,4,3,1,2,0
2022-03-21 07:00:00,26,25,19,18,21,21,24,26,24,15,14,12,10,9,8,6,5,10,16,20,13,20,33,38,40,41,11,24,24,23,23,21,3,3,6,7,12,19,24,29,26,14,13,9,11,10,5,3,4,3,1,2,3,3,3,2,6,6,2,1,12,13,4,9,5,7,4,6,2,0
2022-03-21 08:00:00,24,26,22,21,22,23,27,31,24,14,16,17,13,16,13,7,5,11,14,18,17,19,26,28,33,33,12,14,10,9,6,6,2,3,0,2,5,18,30,33,31,10,17,16,5,5,3,1,3,5,7,8,9,7,8,0,3,2,7,8,10,12,9,10,8,7,10,9,7,0
2022-03-21 09:00:00,15,16,14,16,15,16,18,20,19,12,10,8,8,8,8,4,4,5,8,8,9,10,12,13,11,13,10,7,4,5,4,3,5,3,5,0,8,9,13,15,13,6,7,4,4,3,4,1,2,0,1,3,4,6,8,4,3,0,6,5,5,5,7,5,5,5,7,5,0,0
2022-03-21 10:00:00,11,12,12,11,10,10,10,11,10,7,4,6,5,0,4,2,4,5,4,7,7,6,8,8,8,8,7,5,3,4,3,2,4,6,5,5,6,7,9,8,7,6,9,8,7,5,3,1,4,2,4,6,7,2,3,0,4,9,7,6,7,6,9,8,8,7,7,6,6,0
2022-03-21 11:00:00,14,14,13,11,10,11,13,13,11,9,8,9,4,8,7,6,7,5,9,7,10,11,10,10,12,14,8,9,10,0,8,8,3,3,0,0,2,4,5,5,7,5,7,6,6,4,4,3,5,2,3,5,3,6,2,10,10,1,12,10,14,13,12,8,7,6,8,6,3,0
2022-03-21 12:00:00,11,13,11,8,9,11,12,13,9,8,7,7,7,6,7,5,4,5,5,7,6,5,6,7,5,9,9,13,13,9,8,5,6,5,6,1,7,9,10,12,9,8,7,6,5,7,5,4,3,6,5,4,2,4,4,0,7,8,10,11,12,12,11,10,7,6,7,6,6,0
2022-03-21 13:00:00,6,7,7,15,16,14,13,18,17,8,9,8,7,8,7,6,4,4,6,7,10,10,11,11,10,10,6,9,5,7,4,3,5,6,5,4,5,6,7,7,6,4,13,4,3,4,4,5,5,4,4,6,6,7,4,0,7,0,7,6,11,11,11,11,9,8,9,8,8,0
2022-03-21 14:00:00,7,8,5,7,7,11,12,11,13,11,12,11,7,3,8,5,2,10,12,15,14,14,19,17,17,15,10,11,9,6,4,4,6,6,4,5,7,8,10,9,11,8,8,12,9,7,7,5,7,8,4,6,0,4,5,2,6,6,7,6,11,8,10,9,9,10,11,9,8,0
2022-03-21 15:00:00,7,7,0,7,7,8,9,11,9,5,3,6,1,7,8,6,5,6,8,8,10,32,35,36,35,35,35,36,26,24,13,8,13,12,11,10,11,24,25,25,25,18,18,17,16,13,12,11,9,9,8,7,5,6,5,4,7,7,8,9,23,23,12,17,11,10,15,13,9,0
2022-03-21 16:00:00,6,10,9,10,12,12,16,21,17,8,10,8,7,9,8,6,9,6,13,17,27,27,30,32,33,31,27,21,17,19,14,16,18,15,16,13,14,14,11,15,17,18,28,24,20,11,8,5,7,4,5,6,3,9,10,0,6,4,11,13,15,19,20,18,16,16,27,21,18,5
2022-03-21 17:00:00,8,10,8,12,13,11,14,17,16,10,8,8,6,4,7,6,7,7,8,9,14,18,20,24,24,26,19,19,15,14,12,9,9,13,15,16,14,13,12,16,15,16,18,19,17,11,10,8,6,4,5,6,5,6,5,7,10,6,15,16,25,27,24,22,23,23,31,29,19,0
2022-03-21 18:00:00,7,9,8,9,9,10,13,15,8,9,7,6,4,0,5,3,6,4,7,12,16,14,13,12,13,11,12,18,17,14,10,10,11,10,10,10,6,12,13,15,14,12,26,24,22,12,7,4,6,3,5,9,6,2,13,15,18,11,13,22,39,43,36,32,28,29,41,39,30,14
2022-03-21 19:00:00,7,6,0,6,7,9,8,10,9,7,6,8,0,8,3,3,0,3,1,3,13,9,7,6,3,6,7,12,12,8,9,8,6,7,8,7,11,9,6,8,8,8,18,16,16,12,11,9,7,3,2,5,5,7,7,0,10,8,11,12,38,45,39,39,35,31,28,24,20,0
2022-03-21 20:00:00,4,3,0,2,3,2,3,3,3,3,3,2,0,0,3,3,3,2,4,5,4,5,5,5,9,10,6,6,9,5,8,4,9,8,6,2,3,4,0,7,8,8,12,11,8,11,5,3,3,2,2,2,1,2,4,4,7,5,6,7,25,26,24,22,22,25,23,20,17,0
2022-03-21 21:00:00,2,0,1,3,2,3,0,4,2,3,1,2,1,0,4,3,4,3,4,3,6,5,4,5,3,8,6,9,7,6,1,4,7,8,7,6,7,5,0,9,4,5,12,9,7,6,5,4,3,0,1,4,0,5,2,0,6,7,5,5,19,22,17,17,19,18,17,13,12,0
2022-03-21 22:00:00,2,0,0,1,0,1,0,0,0,2,0,1,3,4,0,6,7,2,6,5,4,2,0,2,3,3,4,6,4,7,6,7,10,10,9,8,11,8,4,16,15,18,20,19,18,16,9,7,2,3,1,1,0,2,3,3,6,3,6,7,11,14,13,13,15,15,20,18,16,0
2022-03-21 23:00:00,1,3,1,2,4,1,1,0,2,2,0,0,0,0,0,1,0,0,2,2,1,0,2,1,1,3,3,5,6,0,5,4,3,6,3,2,2,3,2,3,1,2,10,9,0,7,5,4,2,2,3,0,0,0,2,0,2,3,3,5,8,8,5,6,5,7,9,9,3,0
2022-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 04:00:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 05:00:00,8,8,5,9,11,7,12,14,15,16,0,3,2,14,11,4,2,3,2,3,4,3,5,6,6,5,1,1,0,1,0,0,0,1,1,0,0,2,3,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 06:00:00,13,17,20,18,11,7,10,11,9,4,4,3,0,3,1,2,2,7,2,8,2,5,10,5,11,12,5,4,4,2,3,2,2,0,3,1,2,5,7,6,5,3,2,1,0,0,2,1,0,1,0,2,0,0,2,0,4,0,0,2,3,3,0,2,3,1,7,6,5,0
2022-03-22 07:00:00,23,23,16,19,22,24,23,27,25,12,11,9,10,6,7,5,6,10,13,13,11,16,23,25,26,25,12,16,3,8,15,12,3,1,5,8,14,32,35,40,35,23,22,8,6,19,5,2,4,4,4,1,2,3,4,2,3,3,3,3,6,6,6,5,3,2,7,6,5,0
2022-03-22 08:00:00,18,21,17,18,20,24,28,29,26,16,16,16,14,12,14,7,7,11,11,12,10,21,27,29,35,34,13,12,11,9,7,6,3,7,6,5,9,19,26,29,24,13,14,9,4,3,3,2,3,3,2,3,4,5,6,0,5,6,8,8,12,12,11,11,9,10,7,7,6,0
2022-03-22 09:00:00,15,17,16,17,17,17,21,22,18,7,7,6,5,5,4,6,4,5,10,6,8,11,14,17,19,19,11,13,12,10,9,6,3,3,2,0,5,14,19,18,12,10,9,8,5,3,4,3,2,1,1,2,0,5,4,7,5,0,3,3,6,6,5,4,4,3,4,4,2,0
2022-03-22 10:00:00,10,8,8,9,13,13,13,14,13,11,5,12,10,2,7,2,2,4,6,6,6,6,11,13,8,11,6,5,3,3,2,2,4,3,3,3,5,8,9,11,10,7,6,4,3,6,5,3,2,2,2,6,3,5,0,1,9,0,9,8,9,9,7,6,3,6,5,4,1,0
