Unnamed: 0,1_한성여객종점,2_홈플러스중계점,3_대진여자고등학교,4_중계건영2차아파트,5_어린이교통공원,6_마들근린공원.노원에코센터,7_창동주공17단지,8_창동주공18단지,9_창동주공19단지,10_창동동아아파트,11_창동농협물류센터,12_노원구청,13_노원역8번출구,14_노원구청앞,15_창4동주민센터,16_서울북부지방법원등기국,17_창동주공1단지,18_창5동현대1차아파트,19_도봉구보건소앞,20_쌍문동금호1차삼익아파트,21_쌍문동현대.한양아파트,22_쌍문동성원아파트,23_청구아파트,24_방학동우성.청구아파트,25_초당초등학교,26_쌍문동우이빌라,27_쌍문동청한빌라,28_서라벌중학교.우이동대우아파트,29_덕성여대솔밭근린공원,30_국립4.19민주묘지입구사거리,31_인수동장미원,32_가오리역,33_우이초등학교,34_강북노인종합복지관,35_신일병원,36_수유시장.성신여대미아캠퍼스앞,37_미아역신일중고,38_미아역.신일중고,39_도봉세무서.성북시장,40_도봉세무서.성북시장,41_미아역.신일중고,42_수유시장.성신여대미아캠퍼스앞,43_신일병원,44_강북노인종합복지관,45_우이초등학교,46_가오리역,47_인수동장미원,48_국립4.19민주묘지입구사거리,49_덕성여대입구,50_서라벌중학교.우이동대우아파트,51_북서울교회,52_쌍문동청한빌라,53_쌍문동우이빌라,54_초당초등학교,55_방학동우성아파트,56_청구아파트,57_쌍문동성원아파트,58_쌍문동한양.현대아파트,59_쌍문동삼익금호1차아파트,60_도봉구보건소앞,61_창5동현대아파트,62_창동주공1단지아파트,63_서울북부지방법원등기국,64_창동농협물류센터,65_창동역동측(노원방면),66_창동농협물류센터,67_상계6동우체국,68_상계주공3단지,69_상계주공2단지,70_당현초등학교,71_상계주공2단지223동,72_상계주공2단지상가,73_상계주공2단지,74_상계주공6단지,75_노원구청앞,76_창동농협물류센터,77_창동역동측,78_창동동아아파트,79_창동주공19단지,80_창동주공18단지,81_창동주공17단지,82_마들근린공원.노원에코센터,83_중계역2번출구,84_청계초등학교,85_홈플러스중계점,86_한성여객종점(가상)
2022-04-05 18:00:00,3,4,6,6,10,9,7,5,4,3,1,7,14,29,27,25,23,22,21,17,19,17,18,17,17,0,16,13,12,9,5,3,2,5,4,5,3,0,0,4,10,13,17,17,16,11,8,7,14,15,17,20,0,19,17,16,18,19,15,15,16,12,13,8,14,13,9,8,4,3,3,3,2,3,2,2,6,0,3,5,6,5,5,2,1,0
2022-04-05 19:00:00,1,2,0,3,7,8,5,3,1,0,0,0,16,24,26,25,25,22,20,16,16,17,12,14,12,7,10,6,9,8,7,4,6,5,3,2,1,0,0,3,7,10,2,9,12,9,10,13,14,15,6,13,12,11,0,10,9,7,6,6,7,5,5,4,8,8,7,9,6,7,5,3,3,3,4,2,11,3,10,2,4,0,3,1,0,0
2022-04-05 20:00:00,1,2,3,4,7,5,4,2,1,1,0,2,8,17,17,9,15,14,14,12,12,11,5,9,8,7,6,4,4,6,6,3,3,1,2,4,0,0,0,1,4,7,5,2,1,4,4,5,5,5,3,5,4,5,4,2,6,5,0,6,4,2,1,5,6,0,6,5,2,3,3,2,0,1,2,2,4,3,9,8,7,4,3,2,0,0
2022-04-05 21:00:00,2,8,0,7,8,10,4,0,8,6,0,7,11,20,11,10,5,4,9,9,8,6,0,5,5,2,2,0,2,1,1,0,0,0,0,0,0,0,0,1,3,6,7,5,3,7,8,3,8,7,8,9,8,3,4,0,9,0,4,8,4,2,3,1,4,4,2,3,1,1,0,0,0,0,0,1,5,3,6,5,5,4,2,1,0,0
2022-04-05 22:00:00,1,0,6,1,2,7,6,7,6,1,2,2,8,13,22,21,18,17,16,17,15,6,11,3,10,2,8,7,5,4,2,1,1,3,2,2,1,0,0,3,4,6,6,4,1,5,4,3,6,2,5,3,2,1,4,0,3,2,3,7,4,2,0,3,3,0,1,1,2,2,0,1,0,2,3,2,5,3,1,3,3,2,1,0,0,0
2022-04-05 23:00:00,0,1,0,0,0,0,0,0,0,1,0,2,6,7,5,9,8,13,12,8,8,7,6,6,5,3,4,3,4,6,5,2,4,2,1,0,0,1,0,2,1,1,0,2,1,2,2,2,5,4,5,4,3,4,3,0,3,2,1,0,0,1,0,0,3,3,2,3,0,0,0,0,0,1,2,1,3,2,1,0,0,1,2,1,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,2,0,0,3,0,4,3,2,0,0,2,4,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,0,0,0,1,0,2,0,0,1,0,2,0,3,3,0,4,3,1,4,3,4,3,3,0,1,1,1,2,1,0,1,0,0,3,0,1,0,0,0,3,5,6,0,7,0,6,3,5,6,5,1,0,0,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,1,1,4,0,3,5,3,3,6,2,0,1,2,4,4,0,5,0,3,2,5,6,0,4,8,7,5,3,2,1,2,2,4,5,5,3,1,0,0,2,2,2,4,5,3,3,2,3,0,2,2,1,3,3,0,4,3,7,10,4,3,5,5,4,4,4,0,3,1,1,2,4,5,3,0,0,1,2,6,0,3,1,1,0,0,0
2022-04-06 07:00:00,4,5,7,9,0,10,7,8,11,11,4,5,11,16,15,9,7,13,12,15,16,9,6,12,14,13,13,9,9,7,8,8,12,12,13,10,3,1,0,2,0,1,1,0,2,2,2,4,4,5,5,7,4,10,9,9,9,14,16,14,0,17,15,14,7,12,5,4,1,2,11,23,21,10,3,6,2,5,11,11,21,16,6,3,1,0
2022-04-06 08:00:00,2,2,5,2,4,6,5,6,6,8,4,3,6,12,13,14,16,13,12,13,15,17,17,19,21,20,16,13,8,6,10,10,13,11,11,8,4,2,0,2,1,3,4,5,4,6,7,4,6,5,7,8,8,11,11,11,10,14,14,11,13,13,12,11,10,12,9,2,1,1,6,7,6,3,2,0,4,5,11,11,13,11,2,1,0,0
2022-04-06 09:00:00,2,0,2,6,3,4,0,6,2,5,4,5,4,10,5,7,8,6,8,9,10,9,10,13,13,14,13,10,8,6,7,5,8,8,10,6,2,1,0,2,3,2,1,0,2,5,4,5,5,5,6,6,5,7,8,7,0,8,10,11,12,11,10,10,8,6,3,1,0,1,3,4,1,2,1,1,4,6,7,0,9,7,6,4,0,0
2022-04-06 10:00:00,0,2,3,0,3,2,2,0,1,0,3,2,3,6,5,6,5,6,8,7,7,7,8,9,7,0,8,6,6,9,6,5,7,6,8,5,2,0,0,1,2,3,2,2,4,6,7,4,1,7,0,8,3,9,3,7,8,8,7,9,8,8,6,7,6,3,3,2,1,1,4,5,4,3,5,4,4,6,3,1,5,3,2,1,1,0
2022-04-06 11:00:00,0,1,1,0,0,4,1,1,0,2,1,0,6,9,9,8,7,5,8,9,8,7,7,6,8,6,6,5,4,5,7,7,7,7,6,5,3,1,0,0,2,5,1,4,3,4,5,4,6,7,8,6,5,10,9,7,6,6,9,10,6,10,12,5,3,5,3,2,1,1,1,1,2,3,1,2,3,4,4,4,9,7,4,3,0,0
2022-04-06 12:00:00,1,2,1,3,0,4,0,3,2,1,1,0,4,14,13,6,10,8,9,9,9,11,11,7,11,0,10,7,6,5,7,9,10,6,5,4,3,0,0,1,4,5,6,5,6,3,5,6,5,7,9,10,5,7,10,9,8,9,5,5,7,0,6,5,11,6,5,2,1,0,3,4,2,2,2,0,6,3,0,5,6,6,5,2,2,0
2022-04-06 13:00:00,2,4,5,2,6,7,5,4,2,0,3,4,6,10,9,8,7,6,8,7,8,8,0,7,13,11,10,8,5,5,5,7,6,10,8,1,0,0,0,3,4,10,11,9,5,11,13,16,18,19,6,19,19,19,0,2,17,17,15,11,10,10,10,8,10,6,4,1,2,0,3,4,3,2,3,1,6,7,9,8,7,3,3,2,1,0
2022-04-06 14:00:00,1,5,6,5,2,5,6,6,3,5,5,2,6,11,12,12,13,10,9,9,9,10,8,10,9,10,6,10,8,4,5,6,8,8,7,8,3,1,0,2,2,6,1,7,7,4,4,3,8,9,10,7,6,8,7,5,7,7,8,8,10,9,10,9,7,5,3,4,5,1,2,0,0,2,2,2,3,4,6,5,5,1,4,2,1,0
2022-04-06 15:00:00,2,2,5,2,7,5,4,2,4,5,5,1,7,10,15,13,13,12,13,13,11,12,12,11,12,11,10,10,8,8,9,7,9,8,5,4,2,1,1,0,5,10,9,8,6,4,2,3,6,8,9,11,10,7,9,9,14,16,19,16,12,11,14,12,8,5,2,2,2,3,2,3,1,3,6,6,7,7,6,8,7,7,6,8,3,0
2022-04-06 16:00:00,2,6,6,8,8,10,11,12,13,12,7,8,11,31,32,34,32,31,28,26,19,20,20,16,12,11,8,7,5,4,3,5,7,6,4,3,2,0,0,2,4,5,7,7,4,7,3,6,8,8,10,15,12,21,20,19,15,15,8,13,13,6,10,5,11,0,5,4,3,1,2,3,2,3,3,3,6,4,7,5,42,36,9,6,0,0
2022-04-06 17:00:00,2,8,9,11,16,14,11,5,10,6,5,0,14,13,15,18,17,17,16,14,15,10,7,6,19,17,12,11,8,7,5,5,0,4,2,2,1,0,0,2,5,9,7,6,7,4,7,11,13,10,15,15,11,12,10,10,9,10,8,8,7,0,7,6,10,8,4,4,4,5,6,3,2,3,0,2,7,8,10,9,10,7,6,5,1,0
2022-04-06 18:00:00,4,10,11,4,14,15,10,10,9,6,6,9,15,23,25,24,24,25,22,18,16,15,15,14,14,9,11,11,10,7,6,4,5,0,4,3,2,1,0,8,12,18,16,14,16,12,11,13,14,16,13,15,15,12,14,13,11,12,11,11,10,8,9,7,10,11,8,6,4,3,2,2,1,2,5,4,13,12,11,10,9,7,5,2,0,0
2022-04-06 19:00:00,2,3,0,5,10,11,9,7,5,4,3,3,6,21,22,24,23,12,19,14,12,10,11,10,10,9,5,7,7,5,6,5,3,8,8,4,1,0,0,0,6,9,9,8,14,9,8,12,9,12,11,12,0,11,10,9,7,7,5,6,5,0,0,4,5,0,5,4,2,3,2,2,0,1,2,3,11,9,8,5,2,4,1,2,1,0
2022-04-06 20:00:00,0,3,4,2,4,4,1,3,0,2,0,4,6,17,17,18,16,15,14,14,12,11,5,8,9,5,8,6,5,4,4,3,6,4,3,2,0,0,0,5,8,12,12,10,6,4,6,3,6,7,8,8,5,5,4,3,6,3,7,4,5,4,1,3,10,4,11,5,10,8,7,1,0,1,2,0,4,3,0,2,3,3,2,1,0,0
2022-04-06 21:00:00,1,6,0,5,8,5,6,5,4,2,2,4,9,16,18,14,11,8,14,12,8,11,4,7,6,0,5,5,3,2,3,3,2,2,0,1,0,0,0,1,2,4,5,4,5,5,3,5,7,6,7,6,4,5,6,2,4,3,2,2,3,0,0,2,5,0,2,2,2,0,0,1,0,1,0,0,3,2,4,3,5,1,3,2,1,0
2022-04-06 22:00:00,1,0,2,3,2,7,6,2,1,4,3,2,8,15,14,19,18,18,19,18,14,8,15,5,10,9,7,5,6,2,2,1,1,0,0,6,1,4,0,1,2,2,3,3,3,4,5,5,1,6,7,2,1,2,0,0,3,4,3,2,5,1,0,3,8,0,5,5,4,2,1,0,2,4,1,2,8,9,9,7,4,0,3,1,0,0
2022-04-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,6,7,8,6,7,6,5,0,3,4,2,0,1,3,1,3,2,2,1,1,0,0,0,0,2,2,0,3,2,0,1,5,2,0,4,3,2,0,1,0,0,1,0,0,0,1,0,0,1,3,0,3,0,0,2,0,0,0,0,1,0,2,1,2,0,0,1,1,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,1,0,0,0,1,2,0,4,0,0,1,0,4,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,1,0,1,0,0,0,0,0,1,0,2,0,1,3,0,2,0,0,4,1,3,0,5,0,2,4,1,2,2,1,3,0,2,3,0,2,0,0,0,1,0,3,4,6,7,5,8,6,7,6,0,0,0,3,5,0,0,6,8,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,2,1,5,2,0,9,7,3,4,6,3,0,3,6,5,5,0,4,1,3,4,1,0,6,6,0,5,4,7,5,6,5,3,3,0,2,1,0,0,1,0,1,0,0,1,1,0,2,0,1,1,3,4,5,0,3,0,8,8,5,0,7,8,7,3,3,4,2,0,0,3,9,7,4,0,0,2,3,4,0,4,0,2,1,0,0
2022-04-07 07:00:00,3,4,5,7,8,10,7,7,9,6,5,2,8,15,14,9,0,12,12,14,16,12,0,7,17,11,16,10,9,8,8,8,13,11,16,17,2,1,0,3,1,0,5,6,5,3,3,5,6,6,8,8,4,10,9,12,16,19,9,21,11,8,9,19,9,0,6,4,3,2,11,17,14,7,6,2,4,4,9,9,13,9,6,2,0,0
2022-04-07 08:00:00,2,3,7,6,5,8,6,8,9,8,4,6,8,11,12,6,9,13,12,13,14,14,13,14,15,14,14,13,11,8,10,11,17,20,18,17,7,4,0,2,0,6,5,2,4,6,7,9,10,7,10,11,0,10,9,9,10,10,12,12,11,13,12,11,12,0,6,2,1,0,6,8,6,4,0,2,4,6,8,10,12,9,2,1,0,0
2022-04-07 09:00:00,2,0,0,4,2,4,3,4,6,3,4,2,3,6,5,5,5,6,6,5,5,6,6,9,10,11,13,9,7,5,5,8,11,12,12,6,2,0,0,2,2,4,6,3,7,4,0,3,5,7,2,3,8,13,4,0,5,16,12,12,11,10,8,10,8,0,3,2,1,2,3,4,0,4,2,4,7,4,5,4,7,7,5,4,1,0
2022-04-07 10:00:00,2,0,4,1,0,5,4,4,4,4,3,4,5,7,8,9,6,3,5,6,5,4,0,6,4,3,5,6,5,4,5,6,9,7,2,4,1,0,0,1,3,5,0,5,4,7,6,3,5,7,1,7,7,3,8,0,7,9,18,16,13,12,13,12,10,3,3,0,0,0,2,3,2,0,2,3,3,5,2,0,4,3,2,1,0,0
2022-04-07 11:00:00,1,3,2,0,4,4,0,4,5,1,4,0,4,9,8,9,10,11,7,6,6,8,7,8,7,5,8,6,3,2,2,5,4,2,2,1,1,0,0,1,2,3,4,1,0,1,3,4,3,0,5,6,4,5,7,0,7,7,10,11,11,12,13,11,6,7,3,3,3,0,3,1,0,1,0,2,4,1,7,6,7,6,3,2,0,0
2022-04-07 12:00:00,2,4,5,5,6,6,3,6,5,4,5,3,9,13,9,12,8,6,8,7,7,5,6,9,8,0,3,5,3,4,2,3,4,3,1,4,0,0,0,0,3,5,4,3,2,2,3,4,8,4,3,3,6,9,10,0,10,13,8,11,12,10,9,7,5,0,4,3,0,3,3,4,3,3,4,3,2,5,3,4,5,5,4,2,0,0
2022-04-07 13:00:00,1,2,3,3,5,6,7,6,7,3,6,7,6,11,10,8,7,11,10,7,6,9,5,0,10,10,9,9,7,4,6,7,8,6,7,5,1,0,0,0,2,3,6,4,8,7,8,10,6,5,6,4,5,6,5,0,4,4,8,8,6,7,3,6,6,3,5,3,3,2,3,4,0,3,3,2,5,3,4,3,6,8,8,7,1,0
2022-04-07 14:00:00,1,3,4,3,2,4,1,5,6,4,4,3,4,11,10,12,11,10,14,13,14,10,9,10,12,11,9,9,8,7,6,5,6,4,5,2,1,0,0,0,1,7,7,1,6,5,7,6,8,7,3,5,4,8,7,6,6,7,7,6,7,6,4,3,8,7,2,2,3,0,1,2,0,1,2,1,3,5,3,4,3,4,2,0,0,0
2022-04-07 15:00:00,3,4,0,4,5,6,7,6,7,4,4,2,8,13,15,16,0,14,11,10,9,0,8,8,9,0,8,8,7,6,6,6,7,5,6,5,1,0,0,1,5,6,5,5,2,4,5,5,7,6,8,10,8,10,11,11,12,10,11,12,9,11,11,7,11,9,3,2,0,0,2,1,0,1,4,1,4,3,7,2,8,2,4,2,0,0
2022-04-07 16:00:00,2,5,9,10,11,13,12,10,9,8,6,6,10,37,39,36,35,32,25,19,17,15,16,12,10,10,8,7,7,8,7,8,8,6,4,1,0,0,0,1,4,7,6,5,7,6,5,5,8,9,10,16,15,15,13,11,10,10,10,12,11,11,7,10,7,9,5,8,11,4,10,11,2,9,11,0,4,5,5,3,13,14,6,6,3,0
2022-04-07 17:00:00,2,5,8,8,9,8,5,8,4,5,6,7,12,19,18,19,22,18,18,15,12,12,10,11,15,14,11,8,7,5,6,5,6,5,4,2,2,0,0,3,6,10,11,8,9,12,8,10,11,10,12,12,10,13,14,13,12,10,10,9,13,14,14,12,13,11,6,4,4,0,3,2,0,1,1,2,6,3,6,5,8,6,4,2,1,0
2022-04-07 18:00:00,2,5,9,8,15,14,10,10,8,6,5,12,18,23,25,27,25,26,19,18,15,16,18,17,15,13,12,10,9,6,5,4,4,5,3,2,0,1,1,6,9,14,13,13,9,7,8,10,14,16,13,17,16,12,13,12,11,13,12,10,11,8,6,9,14,13,10,8,7,3,2,3,0,2,5,4,10,10,8,7,6,5,2,1,1,0
2022-04-07 19:00:00,1,9,1,2,8,7,8,7,5,4,3,0,12,21,14,22,17,20,21,22,21,17,19,17,13,5,12,10,10,7,7,5,5,4,2,3,2,1,0,3,6,7,8,7,7,10,7,8,9,9,10,15,14,9,7,0,8,7,6,8,9,6,6,6,10,9,4,7,6,3,1,2,1,3,4,3,10,9,7,5,6,2,0,0,0,0
2022-04-07 20:00:00,1,3,0,3,6,6,4,3,4,4,5,3,9,12,12,12,10,14,12,11,10,13,12,11,8,7,6,4,2,5,3,2,0,2,0,3,1,0,0,1,2,3,4,3,4,4,5,6,7,8,9,9,8,8,4,4,6,5,3,4,5,4,3,1,6,7,4,3,3,2,2,3,0,3,1,2,3,4,1,3,4,0,3,1,0,0
2022-04-07 21:00:00,1,4,0,6,2,1,4,3,2,1,0,13,10,14,6,12,12,11,10,9,9,6,6,11,9,3,8,6,4,3,2,2,1,2,1,2,1,0,0,2,3,6,5,2,2,4,5,5,4,0,4,4,0,3,1,0,4,3,2,5,4,0,0,2,8,0,7,8,6,4,2,1,0,4,1,3,6,5,5,6,4,5,3,2,1,0
2022-04-07 22:00:00,0,1,3,6,8,4,6,5,4,3,1,5,6,13,15,13,11,5,10,9,8,9,6,7,6,0,5,3,2,0,1,2,0,1,0,2,0,0,0,2,6,9,10,9,1,4,5,6,6,8,6,7,5,5,4,6,6,5,5,5,3,2,3,3,4,5,3,4,1,2,1,1,0,1,2,2,6,5,4,4,5,4,2,0,0,0
2022-04-07 23:00:00,0,0,1,0,0,0,0,0,0,2,1,0,9,12,11,0,0,5,11,7,7,6,5,0,4,1,3,4,3,1,3,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1,4,2,3,5,1,7,0,6,7,0,6,2,5,3,2,1,0,0,2,0,2,1,0,0,2,0,0,1,2,2,4,3,0,1,3,2,1,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,1,0,2,0,0,2,0,3,0,2,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,0,0,1,0,0,0,0,1,1,0,4,3,3,3,0,4,0,3,5,4,5,4,3,2,5,3,2,1,1,0,3,4,5,4,3,2,0,0,0,2,2,0,1,2,3,1,2,0,3,0,0,0,0,0,4,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 06:00:00,1,2,2,2,0,7,5,6,3,2,1,1,4,6,5,5,6,1,2,0,3,3,0,2,4,4,3,4,4,3,5,4,3,2,3,1,0,0,0,3,4,5,5,5,3,4,0,3,0,2,3,2,3,0,3,5,4,8,7,0,0,3,7,6,5,2,4,1,0,0,4,6,3,1,0,0,0,0,2,0,2,0,1,0,0,0
2022-04-08 07:00:00,5,6,7,10,12,14,6,6,7,6,5,6,7,13,12,0,8,11,10,11,13,7,6,9,12,10,11,9,3,7,11,9,11,12,14,12,1,0,0,1,2,1,3,0,4,4,4,6,3,6,8,9,3,10,10,8,10,13,14,9,10,15,13,6,11,0,4,1,2,1,9,15,13,5,4,3,5,10,13,15,18,19,10,2,1,0
2022-04-08 08:00:00,2,3,6,7,8,7,4,9,8,6,4,3,7,11,12,11,11,12,13,13,15,15,17,20,24,19,26,21,10,8,9,9,16,14,13,10,6,2,0,2,4,5,6,9,7,9,9,7,7,6,7,9,9,13,14,13,14,14,17,20,19,20,18,16,16,17,4,2,0,0,4,8,6,4,2,3,4,5,7,9,12,10,4,2,1,0
2022-04-08 09:00:00,1,2,4,6,0,4,3,5,6,5,3,4,6,4,3,5,5,4,6,7,6,8,5,7,11,10,11,10,7,4,5,5,11,10,6,7,1,1,0,1,3,4,4,3,3,6,5,6,6,5,3,6,4,6,7,4,6,7,8,8,8,9,9,10,11,7,5,3,2,0,5,7,2,6,1,5,2,3,7,2,8,4,4,3,0,0
2022-04-08 10:00:00,2,0,1,1,4,5,0,4,4,3,1,1,1,5,6,4,6,4,7,6,8,7,5,8,10,0,9,9,7,8,9,6,7,6,4,2,1,0,0,0,3,6,7,4,4,4,6,0,5,7,6,6,5,7,9,10,0,9,6,7,6,3,7,5,6,5,3,1,0,0,1,2,0,4,3,0,3,2,3,2,4,3,2,0,0,0
2022-04-08 11:00:00,0,1,1,2,3,4,3,2,1,2,0,0,4,10,9,10,9,3,11,11,7,12,10,9,8,7,5,5,4,3,3,3,6,3,7,4,3,0,0,0,2,5,5,3,3,4,3,7,4,3,4,5,7,7,8,3,6,8,8,10,5,9,9,6,8,0,4,3,0,4,3,1,0,3,4,4,6,6,8,0,7,5,5,4,0,0
2022-04-08 12:00:00,2,7,8,3,8,8,4,7,5,3,5,2,6,11,0,10,7,8,7,9,6,10,9,8,5,7,8,9,9,6,3,5,6,5,4,2,1,0,0,0,2,5,4,5,4,3,5,6,4,6,5,6,0,2,5,3,6,5,6,8,6,7,6,6,5,2,2,1,0,1,4,2,5,2,1,1,3,4,1,0,4,5,4,2,0,0
2022-04-08 13:00:00,3,5,6,3,5,8,6,3,5,4,4,4,3,9,10,12,11,10,9,8,8,9,7,4,10,6,5,5,4,3,4,4,6,7,6,4,1,0,0,0,2,5,5,6,1,3,4,2,6,6,7,8,7,8,7,0,8,12,10,11,10,9,7,6,7,6,5,2,0,0,1,1,0,4,5,6,6,4,0,7,10,8,6,5,1,0
2022-04-08 14:00:00,1,5,2,6,5,7,4,4,8,3,7,8,6,15,16,19,20,19,12,11,10,5,6,4,6,0,4,12,9,8,8,4,4,0,5,3,1,0,0,1,5,7,4,4,5,5,6,7,8,7,5,8,0,8,9,0,8,9,11,10,9,6,11,7,7,3,5,3,3,2,2,2,1,3,4,5,6,5,7,7,11,11,7,4,1,0
2022-04-08 15:00:00,5,6,6,6,8,9,8,8,5,2,6,17,6,39,42,41,42,36,31,24,17,13,14,7,7,7,3,9,8,7,7,6,7,6,5,3,1,0,0,2,6,9,12,9,7,4,4,4,6,8,9,7,0,11,12,11,9,10,12,11,11,10,11,10,10,8,7,4,1,0,2,2,1,2,5,3,7,3,6,5,9,9,6,8,2,0
